Dialogue ID,Turn,Teacher,Student,Correct,Prob,KC Probs,Dialogue Acc.,KCs,Notes
125,15,😊👍 I agree it does. I know this is quite a tricky diagram to get the hang of isn't it!,yeah thank you for helping,na,--,--,0.7500,None,
125,16,I hope that what we have looked at together makes sense to you.,yes it does,na,--,--,0.7500,None,
125,17,"I enjoyed helping you, and hope you have fun with the rest of the lesson!",thank you and thank you for styaing to help me :),na,--,--,0.7500,None,
125,18,"bye Lila, maybe 'see' you again another day! 👋👋😀",,na,--,--,0.7500,None,
,,,,,,,,,
126,0,--,Hi again,na,--,--,1.0000,None,
126,1,Hi Jamil,i don't understand this question,na,--,--,1.0000,None,
126,2,"ok, let me take a look. ok, so let's look at it like. 3 parts = 2/3. if we wanted 1 part, what would you do?",add i square. !'. 1*,False,--,--,1.0000,"1) Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
126,3,not exactly... don't use the diagram,make it 3/3,False,0.4990,0.4990,1.0000,"1) Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
126,4,"not exactly, let me explain",ok,na,--,--,1.0000,None,
126,5,"3 parts = 2/3 of something. if we want 1 part, that is instead of 3 parts, we are finding 1/3 or dividing by 3",oh so 2/3 divided by 3,true,0.5271,0.5271,1.0000,"1) Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
126,6,"so, if 3 parts = 2/3 to find 1 part, we divide 2/3 by 3. that's it! well donw. done*",oooooooooooooooooooh,na,--,--,1.0000,None,
126,7,let's work that out,so 2/3 times 3/1. 6/3,False,0.4493,0.4493,1.0000,"1) Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
126,8,"you're right in thinking 3 is the same as 3/1, but if you change divide to multiply, what happens to the fraction 3/1?",oh ye srry 1/3,true,0.6006,0.6006,1.0000,"1) Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
126,9,ok. so 1 part =?,2/9,true,0.6284,0.6284,1.0000,"1) Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
126,10,"super Jamil. now, we want 4 parts",bacuse there will be 4 it is 8/9,true,0.5688,0.5688,1.0000,"1) Apply and extend previous understandings of multiplication to multiply a fraction by a whole number.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
126,11,back to the diagram,right?,na,--,--,1.0000,None,
126,12,🎉👏🎉👏. fantastic,yesssssssssssssss. ok ty,na,--,--,1.0000,None,
126,13,does that make sense?,ye,na,--,--,1.0000,None,
126,14,good. are you ready to go back to the lesson?,yes please,na,--,--,1.0000,None,
126,15,well done again Jamil,,na,--,--,1.0000,None,
,,,,,,,,,
127,1,Hi! How can I help?,I don't get it.,na,--,--,0.3333,None,
127,2,Let's take a look. Do you know what 'product' means?,"Yeah, it means multiply",true,--,--,0.3333,1) Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,
127,3,Great! So we have 5/8 x ? = 1/6,👍,na,--,--,0.3333,None,
127,4,How can we write that calculation a different way so that we can find the ?,1/6 divided by 5/8,true,0.3717,"0.3834, 0.3600",0.3333,"1) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
2) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
127,5,That's great! Now what would be your first step when doing that division?,Common denomenator. I think,False,0.6174,0.6174,0.3333,1) Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,
127,6,"Ooo we actually only need a common denominator when adding or subtracting. When dividing we often use the phrase ""keep, change, flip"". Does that ring a bell?","Oh I get it, would it be 5/48",False,0.6920,0.6920,0.3333,1) Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,
127,7,"Not wuite. *quite. Let's work through it together. So ""keep change flip"" means we keep the first fraction as it is, change the divide to a multiply, and then flip the last fraction upside down. Can you try to do that with 1/6 divided by 5/8","Ok, 8/30?",true,0.4444,0.4444,0.3333,1) Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,
127,8,Great! Now that's not one of our options.... so what could we do?,Simplify it to 4/15,true,0.5639,0.5639,0.3333,1) Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,
127,9,🤩🤩🤩🤩,Which is an answer!,na,--,--,0.3333,None,
127,10,That's it!! Great work :). Are you happy with how we did that?,"Yeah, it really helped. Thanks!",na,--,--,0.3333,None,
127,11,Ah I'm so glad! Can you remember the phrase that helped?,"Keep, change flip",true,0.8578,0.8578,0.3333,1) Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,
127,12,That's it! I'll let you get back to try the rest of the questions :),,na,--,--,0.3333,None,
,,,,,,,,,
128,1,Hello again Leo! How can I help?,I'm don't get the fact about missing number questions.,na,--,--,0.3333,None,
128,2,"Well, we know that 5/8 x ? = 1/6. So we need to rearrange that to get ? =",Would we do the inverse.,true,--,--,0.3333,"1) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
2) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
3) Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.",
128,3,What would that be?,5/8 divided by 1/6?,False,0.5172,"0.5138, 0.5206",0.3333,"1) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
2) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.",
128,4,"Nearly! We need to divide the left by 5/8 to get ? on its own, so we must do the same to the right hand side",I don't get what that means.,na,--,--,0.3333,None,
128,5,If we divide the left hand side by 5/8 then we need to divide the right hand side by 5/8 as well. 1/6 divided by 5/8,"Would you put them, as the same denominator?",False,0.4340,"0.4228, 0.4451",0.3333,"1) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
2) Interpret a fraction as division of the numerator by the denominator (a/b = a ÷ b). Solve word problems involving division of whole numbers leading to answers in the form of fractions or mixed numbers, e.g., by using visual fraction models or equations to represent the problem. For example, interpret 3/4 as the result of dividing 3 by 4, noting that 3/4 multiplied by 4 equals 3, and that when 3 wholes are shared equally among 4 people each person has a share of size 3/4. If 9 people want to share a 50-pound sack of rice equally by weight, how many pounds of rice should each person get? Between what two whole numbers does your answer lie?",
128,6,"When multiplying you don't need the same deniminator,. you can just multiply","Would you do, Keep, Change, Flip.",true,0.4928,0.4928,0.3333,1) Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,
128,7,That's for when you're dividing,I still do not get it.,na,--,--,0.3333,None,
128,8,"Oh, sorry, I got confused with another student. Yes, you can KFC for this. Or KCF even!",Ok. Let me work it out quicly.,na,--,--,0.3333,None,
128,9,Sure!,I think I have it.,na,--,--,0.3333,None,
128,10,"OK, shall I pass you back so you can see? Or do you want to check with me?",Yes lease.,na,--,--,0.3333,None,
128,11,Yes to passing you back?,Yes.,na,--,--,0.3333,None,
128,12,Will do!,,na,--,--,0.3333,None,
,,,,,,,,,
130,0,--,Hi Nathaniel,na,--,--,0.2000,None,
130,1,Hi there Lucinda!  How can I help you today?,I don't understand the question and I have done the practice question but I don't understand it,na,--,--,0.2000,None,
130,2,"Alright, let's have a look.  Did you have a chance to watch the video?",Yes,na,--,--,0.2000,None,
130,3,Awesome!  Did you notice what they did with the fractions in the video?,They divided it by the other fraction. What's the answer though,true,--,--,0.2000,1) Apply and extend previous understandings of multiplication to multiply a fraction or whole number by a fraction.,
130,4,You've got it!  Do you have any ide whay? idea why*,Nope,False,0.5616,"0.5498, 0.5734",0.2000,"1) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
2) Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",
130,5,"So we are dividing because it is the opposite of multiplying.  We can do the opposite operations to equations to find answers of equations. That being said, what would we need to divide by in your problem?",2/5,False,0.5640,"0.5659, 0.5621",0.2000,"1) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
2) Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",
130,6,Almost.  Can you write the equation for your problem like they had in the video?,Ok. 3/7×?=2/5,true,0.5202,"0.5252, 0.5152",0.2000,"1) Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set.
2) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.",
130,7,"Nicely done! Now we want to solve for the ""?"", which means we need to get the ""?"" by itself. To do that, we need to remove the 3/7, which means we need to do the opposite operation on it.  Do you know what that would be?",Nope. What is the answer. For the question,False,0.6581,"0.6592, 0.6571",0.2000,"1) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
2) Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",
130,8,Let's solve it together!,Ok,na,--,--,0.2000,None,
130,9,"Let's have a look.  We have ""3/7 x ?"", so we need to do the opposite of multiplying by 3/7.  What would that be?",3/7÷?,False,0.6355,"0.6357, 0.6353",0.2000,"1) Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers.
2) Solve linear equations and inequalities in one variable, including equations with coefficients represented by letters.",
130,10,"That's right, we need to divide each side by 3/7.",Ok,na,--,--,0.2000,None,
130,11,Can you do 3/7÷3/7 and 2/5÷3/7?,Sure,na,--,--,0.2000,None,
,,,,,,,,,
131,1,Hello Julian! How can I help?,is it c,na,--,--,0.5000,None,
131,2,Can you explain how you got that answer?,no,na,--,--,0.5000,None,
131,3,"That's OK, let's see if we can answer it together. It would help if we rewrote the '1' as a fraction. What denominator would we like it to have?",8,true,--,--,0.5000,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
131,4,Yes! What fraction would be equal to 1?,c,False,0.6837,0.6837,0.5000,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
131,5,"No, 2/8 isn't equal to 1. Don't worry about the answers in the question just yet, we need to rewrite 1 as a fraction first.",1/8,False,0.6168,0.6168,0.5000,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
131,6,"If I offered you 1 pizza or 1/8 of a pizza, would you feel those two options were equal?",no,na,--,--,0.5000,None,
131,7,"OK, so 1 and 1/8 are not equal to each other. If we cut a pizza into eighths, how many slices would we have? (It doesn't have to be a pizza, it's just what I think of!)",8,true,0.8041,0.8041,0.5000,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
131,8,Yes! So 1 whole pizza is the same as 8/8. Which changes the question from 1 - 3/8 to 8/8 - 3/8. Any idea then?,b,true,0.6168,0.6168,0.5000,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
131,9,"Yes, that gets you answer B. Well done! Would you like me to hand you back to the lesson now?",yes pls,na,--,--,0.5000,None,
131,10,"OK, keep persevering1",,na,--,--,0.5000,None,
,,,,,,,,,
132,1,Hi Joshua how are you?,good is it c,na,--,--,0.7500,None,
132,2,"oh let me read the question..... no, you wouldn't just do the 5 - 1 to get the new numerator. have you spotted why we can't just do that? Look at the denominators",they arnt the same,true,--,--,0.7500,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
132,3,"yes, well spotted! How can we make them the same? cos we need to have the same denominator before we can add or subtract fractions",divide,False,0.5138,"0.5445, 0.4831",0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.
2) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
132,4,"tbh I'd suggest we multiply the 4 , instead of dividing the 12 as that would get tricky. so, what do we times 4 by to make it 12? cos if we can do that then they would both have the denominator 12",x3,true,0.6759,"0.6645, 0.6873",0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.
2) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
132,5,perfect! So let's times both numbers in the fraction 1/4 by 3 iin order to change it to an equivalent fraction with 12 as the denominator. what do we get when we times 1/4 top and bottom by 3? you ok Joshua? Can you tell me 1x3 and 4x3?,3/12,true,0.6969,"0.7131, 0.6807",0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.
2) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
132,6,"great!! So now we have the calculation 5/12 - 3/12. and because the denominators are the same now we can just look at the numerators. so the final answer will have a 12 as its denominator. and to find the top number, the numerator, we just do the 5 - 3",its a,true,0.8730,0.8730,0.7500,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
132,7,👍😊 yes it is! are you happpy with how we worked it out? do you think you could do a similar question if you were asked to?,yes,na,--,--,0.7500,None,
132,8,great! I'll leave now and the bot will then give you a change to choose your answer A. bye and well done!,,na,--,--,0.7500,None,
,,,,,,,,,
133,1,"Hello Maribel, how can I help?","hello, im not sure how to work this out",na,--,--,0.7500,None,
133,2,"OK, let's do this one step at a time. Do you know what we need in order to be able to subtract fractions?",make them have the same denominator?,true,--,--,0.7500,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
133,3,That's right! What could it be in this case?,28?,true,0.6120,0.6120,0.7500,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
133,4,"Yes, that works. What's the next step?",im not sure,False,0.5427,"0.5531, 0.5324",0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.
2) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
133,5,"Let's look at the first fraction, 5/7. If we change the denominator to 28, we have to change the numerator so that the whole fraction is worth the same as 5/7",yes,na,--,--,0.7500,None,
133,6,What did you do to the 7 to get to 28?,times by 4,true,0.7116,0.7116,0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
133,7,Yes! So what should we do to the numerator?,times it by 4,true,0.7823,0.7823,0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
133,8,"Yes, we need to do the same. What will 5/7 become?",20/28,true,0.6151,"0.6213, 0.6089",0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.
2) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
133,9,Correct! And the other fraction?,4/28,False,0.7797,"0.7970, 0.7625",0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.
2) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
133,10,Careful - what did you do to the second denominator?,oh times it by 7,true,0.7438,0.7438,0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.",
133,11,Yes. So what does the second fraction become?,so itd be 7/28,true,0.7030,"0.7155, 0.6904",0.7500,"1) Explain why a fraction a/b is equivalent to a fraction (n × a)/(n × b) by using visual fraction models, with attention to how the number and size of the parts differ even though the two fractions themselves are the same size. Use this principle to recognize and generate equivalent fractions.
Grade 4 expectations in this domain are limited to fractions with denominators 2, 3, 4, 5, 6, 8, 10, 12, and 100.
2) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
133,12,It would!,so that makes the answer 13/28,na,--,--,0.7500,None,
133,13,You've got it! Want me to hand you back to the lesson?,"yes please, thanks for the help",na,--,--,0.7500,None,
133,14,You're welcome!,,na,--,--,0.7500,None,
,,,,,,,,,
134,0,--,help,na,--,--,0.3333,None,
134,1,Hi - how can I help?,help,na,--,--,0.3333,None,
134,2,We need to convert the 1/10 and the 7/8 to fractions with the same denominator.,oh so 1000,False,--,--,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,3,What could we use as a common denominator that 8 and 10 go into? Is there one smaller than 1000?,90,False,0.6556,0.6556,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,4,8 is not a factor of 90. Look at the answer options for a clue.,40,true,0.4685,0.4685,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,5,Great. 1/10 = ?/40,??????????????????????????????,False,0.5556,0.5556,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,6,what do we x 10 by to get 40?,sorry i  am really dumb,False,0.8484,0.8484,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,7,Not at all. How many 10s go into 40?,23. 4,true,0.8625,0.8625,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,8,Great. We need to do 1 x 4 as well.,8,False,0.6575,0.6575,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,9,Have another go 1 x 4 =,5,False,0.6887,0.6887,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,10,1+4=5  1x4 = ?,soz,False,0.6838,0.6838,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,11,1 x 4 = 4,is it  like 4 x 4,na,--,--,0.3333,None,
134,12,1/10 = 4/40. we have x the top and bottom by 4. We now need to work out 7/8 as a fraction over 40.,39,False,0.4777,0.4777,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,13,8 x ? = 40,10,true,0.7010,0.7010,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,14,4 x 10 = 40. 8 x ? = 40,5,False,0.7799,0.7799,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,15,Great. So we now need to do 7 x 5 for the top of the fraction,34. sorry 35,true,0.6989,0.6989,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
134,16,Great. We have 4/40 + something = 35/40,can i ask a question,na,--,--,0.3333,None,
134,17,Look at the answer options. Yes,its not maths,na,--,--,0.3333,None,
134,18,OK,what brushes do you use on a horses body ?????????,na,--,--,0.3333,None,
134,19,I'm really not sure. Do you need any more help with the maths?,i am getting a horse for my birthday. next week,na,--,--,0.3333,None,
134,20,That's exciting!,ok bye,na,--,--,0.3333,None,
134,21,Bye,,na,--,--,0.3333,None,
,,,,,,,,,
135,1,Hey! How can I help? 😃,ok,na,--,--,0.3333,None,
135,2,Let's start by making 7/8 and 1/10 equivalent fractions over 40. 7/8 = ?/40,23,False,--,--,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
135,3,what do we do to 8 to get 40?,➗,False,0.6107,0.6107,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
135,4,8 x 5 = 40. so we have to do the same to the 7. 7 x 5 = ?,35,true,0.8349,0.8349,0.3333,"1) Add and subtract fractions with unlike denominators (including mixed numbers) by replacing given fractions with equivalent fractions in such a way as to produce an equivalent sum or difference of fractions with like denominators. For example, 2/3 + 5/4 = 8/12 + 15/12 = 23/12. (In general, a/b + c/d = (ad + bc)/bd.)",
